city,country,time_of_measurement,temperature,pressure,humidity,wind_speed,weather_naming,timestamp_request
Munich,Germany,1688626612,12.4,1050.0,48,24.4,Sunny,1688626618
Munich,Germany,1688626614,28.8,1014.1,42,94.8,Light rain,1688626617
Munich,Germany,1688626616,20.7,1035.9,48,81.3,Rainy,1688626619
Munich,Germany,1688626618,21.1,1083.8,55,41.9,Cloudy,1688626620
Munich,Germany,1688626620,15.2,1050.4,60,35.2,Rainy,1688626626
Munich,Germany,1688626622,12.7,1059.2,52,57.5,Sunny,1688626627
Munich,Germany,1688626624,20.0,1002.6,49,58.0,Rainy,1688626627
Munich,Germany,1688626626,15.5,1062.6,42,47.5,Cloudy,1688626628
Munich,Germany,1688626628,20.9,1054.3,53,26.3,Light rain,1688626634
Munich,Germany,1688626630,26.1,1030.4,50,49.8,Partly cloudy,1688626639
Munich,Germany,1688626632,28.9,1004.9,56,50.8,Light rain,1688626641
Munich,Germany,1688626634,14.8,1010.6,55,78.6,Sunny,1688626635
Munich,Germany,1688626636,27.8,1084.5,45,64.6,Partly cloudy,1688626644
Munich,Germany,1688626638,11.5,1086.9,58,78.6,Rainy,1688626645
Munich,Germany,1688626640,19.6,1071.7,48,29.0,Cloudy,1688626646
Munich,Germany,1688626642,22.2,1046.8,58,62.9,Rainy,1688626647
Munich,Germany,1688626644,29.5,1020.5,48,50.0,Light rain,1688626651
Munich,Germany,1688626646,18.5,1012.0,41,67.7,Partly cloudy,1688626651
Munich,Germany,1688626648,18.5,1079.8,56,38.2,Light rain,1688626649
Munich,Germany,1688626650,22.4,1025.5,58,44.9,Cloudy,1688626653
Munich,Germany,1688626652,22.9,1033.5,46,78.0,Light rain,1688626653
Munich,Germany,1688626654,28.9,1098.5,41,37.8,Sunny,1688626657
Munich,Germany,1688626656,22.8,1039.5,53,15.4,Rainy,1688626665
Munich,Germany,1688626658,21.7,1077.4,51,58.3,Partly cloudy,1688626659
Munich,Germany,1688626660,25.4,1003.5,52,99.7,Rainy,1688626666
Munich,Germany,1688626662,11.6,1088.8,51,75.4,Rainy,1688626668
Munich,Germany,1688626664,14.0,1062.8,52,30.6,Sunny,1688626672
Munich,Germany,1688626666,14.7,1086.9,58,60.3,Rainy,1688626673
Munich,Germany,1688626668,28.2,1049.7,54,30.7,Sunny,1688626678
Munich,Germany,1688626670,20.5,1040.4,44,55.9,Sunny,1688626675
Munich,Germany,1688626672,25.7,1040.8,47,46.8,Partly cloudy,1688626680
Munich,Germany,1688626674,16.2,1087.9,58,66.1,Partly cloudy,1688626680
Munich,Germany,1688626676,13.3,1003.6,46,71.3,Partly cloudy,1688626679
Munich,Germany,1688626678,26.4,1060.8,57,18.0,Sunny,1688626687
Munich,Germany,1688626680,17.4,1065.5,47,36.8,Sunny,1688626681
Munich,Germany,1688626682,20.7,1097.4,57,81.0,Cloudy,1688626691
Munich,Germany,1688626684,16.2,1064.4,43,28.2,Cloudy,1688626687
Munich,Germany,1688626686,26.3,1042.0,51,24.7,Light rain,1688626696
Munich,Germany,1688626688,29.2,1004.0,40,71.0,Partly cloudy,1688626692
Munich,Germany,1688626690,14.9,1008.8,43,22.7,Rainy,1688626694
Munich,Germany,1688626692,10.5,1004.9,57,85.7,Cloudy,1688626697
Munich,Germany,1688626694,23.5,1014.7,43,99.0,Sunny,1688626699
Munich,Germany,1688626696,28.4,1091.7,52,35.1,Partly cloudy,1688626698
Munich,Germany,1688626698,17.0,1051.9,47,68.1,Rainy,1688626699
Munich,Germany,1688626700,13.5,1022.8,57,75.1,Partly cloudy,1688626701
Munich,Germany,1688626702,17.2,1037.2,41,68.1,Cloudy,1688626706
Munich,Germany,1688626704,24.0,1000.3,45,22.4,Light rain,1688626713
Munich,Germany,1688626706,15.2,1074.4,49,99.3,Cloudy,1688626713
Munich,Germany,1688626708,24.2,1087.9,43,23.7,Cloudy,1688626711
Munich,Germany,1688626710,28.9,1025.3,52,30.0,Rainy,1688626717
Munich,Germany,1688626712,22.0,1093.8,55,30.8,Sunny,1688626714
Munich,Germany,1688626714,14.9,1025.8,41,21.7,Light rain,1688626724
Munich,Germany,1688626716,23.0,1062.4,51,59.5,Light rain,1688626720
Munich,Germany,1688626718,12.7,1067.9,40,38.0,Rainy,1688626725
Munich,Germany,1688626720,16.1,1000.8,48,34.6,Sunny,1688626729
Munich,Germany,1688626722,10.2,1061.9,55,13.8,Cloudy,1688626723
Munich,Germany,1688626724,20.9,1056.7,48,70.0,Cloudy,1688626733
Munich,Germany,1688626726,13.0,1050.4,47,13.4,Cloudy,1688626730
Munich,Germany,1688626728,17.5,1069.2,51,30.6,Light rain,1688626736
Munich,Germany,1688626730,16.5,1043.1,60,71.6,Light rain,1688626731
Munich,Germany,1688626732,16.4,1087.2,40,86.4,Sunny,1688626736
Munich,Germany,1688626734,29.4,1083.9,56,95.6,Sunny,1688626735
Munich,Germany,1688626736,16.6,1078.7,56,77.2,Cloudy,1688626741
Munich,Germany,1688626738,22.4,1028.1,50,14.0,Rainy,1688626740
Munich,Germany,1688626740,23.9,1002.0,53,79.7,Cloudy,1688626742
Munich,Germany,1688626742,26.9,1049.2,50,38.2,Partly cloudy,1688626748
Munich,Germany,1688626744,11.6,1042.5,42,90.2,Partly cloudy,1688626752
Munich,Germany,1688626746,27.8,1067.4,47,17.1,Partly cloudy,1688626747
Munich,Germany,1688626748,26.3,1062.7,45,42.5,Cloudy,1688626753
Munich,Germany,1688626750,25.0,1075.0,51,75.2,Partly cloudy,1688626760
Munich,Germany,1688626752,23.8,1012.8,52,15.5,Sunny,1688626759
Munich,Germany,1688626754,17.6,1071.0,49,31.2,Cloudy,1688626757
Munich,Germany,1688626756,25.7,1055.4,44,14.3,Sunny,1688626758
Munich,Germany,1688626758,19.7,1032.8,55,74.2,Sunny,1688626768
Munich,Germany,1688626760,14.6,1047.2,57,49.2,Partly cloudy,1688626770
Munich,Germany,1688626762,19.9,1088.8,57,76.3,Rainy,1688626765
Munich,Germany,1688626764,11.6,1058.2,40,76.2,Light rain,1688626768
Munich,Germany,1688626766,11.5,1077.3,48,22.9,Cloudy,1688626771
Munich,Germany,1688626768,13.0,1055.3,44,96.7,Partly cloudy,1688626775
Munich,Germany,1688626770,28.0,1000.6,49,43.9,Rainy,1688626780
Munich,Germany,1688626772,10.6,1048.8,53,24.7,Rainy,1688626774
Munich,Germany,1688626774,25.9,1027.8,42,27.4,Partly cloudy,1688626775
Munich,Germany,1688626776,24.3,1064.4,59,55.2,Partly cloudy,1688626778
Munich,Germany,1688626778,24.1,1009.3,42,87.0,Rainy,1688626780
Munich,Germany,1688626780,13.2,1022.3,49,92.9,Cloudy,1688626788
Munich,Germany,1688626782,23.4,1003.7,50,82.9,Sunny,1688626788
Munich,Germany,1688626784,28.4,1078.3,58,17.7,Partly cloudy,1688626786
Munich,Germany,1688626786,29.6,1022.8,57,15.8,Light rain,1688626789
Munich,Germany,1688626788,24.3,1078.0,57,42.8,Light rain,1688626790
Munich,Germany,1688626790,26.6,1088.4,56,73.1,Rainy,1688626792
Munich,Germany,1688626792,13.2,1003.3,59,61.5,Partly cloudy,1688626793
Munich,Germany,1688626794,12.7,1022.7,54,45.6,Cloudy,1688626797
Munich,Germany,1688626796,24.9,1075.7,52,95.4,Sunny,1688626797
Munich,Germany,1688626798,23.7,1083.7,57,14.2,Cloudy,1688626806
Munich,Germany,1688626800,15.7,1059.0,47,92.4,Sunny,1688626805
Munich,Germany,1688626802,23.3,1054.3,53,76.9,Light rain,1688626810
Munich,Germany,1688626804,18.4,1012.2,41,63.9,Partly cloudy,1688626805
Munich,Germany,1688626806,16.0,1031.6,40,28.2,Light rain,1688626812
Munich,Germany,1688626808,26.1,1099.3,56,84.4,Partly cloudy,1688626814
Munich,Germany,1688626810,19.9,1097.4,44,43.6,Partly cloudy,1688626814
Munich,Germany,1688626812,19.6,1070.2,59,62.5,Cloudy,1688626818
Munich,Germany,1688626814,15.9,1053.3,44,44.1,Partly cloudy,1688626818
Munich,Germany,1688626816,25.8,1044.0,51,89.9,Light rain,1688626820
Munich,Germany,1688626818,12.6,1080.0,48,37.4,Light rain,1688626822
Munich,Germany,1688626820,28.5,1013.6,47,70.1,Cloudy,1688626823
Munich,Germany,1688626822,18.0,1015.0,56,73.4,Light rain,1688626826
Munich,Germany,1688626824,21.5,1078.2,55,85.9,Partly cloudy,1688626830
Munich,Germany,1688626826,17.4,1066.2,40,98.5,Light rain,1688626827
Munich,Germany,1688626828,11.8,1004.1,50,86.5,Light rain,1688626836
Munich,Germany,1688626830,16.5,1025.7,58,17.6,Rainy,1688626831
Munich,Germany,1688626832,29.7,1057.7,53,67.6,Partly cloudy,1688626837
Munich,Germany,1688626834,16.7,1028.6,43,45.5,Light rain,1688626836
Munich,Germany,1688626836,14.7,1057.0,60,98.9,Light rain,1688626837
Munich,Germany,1688626838,13.6,1094.3,40,57.8,Sunny,1688626845
Munich,Germany,1688626840,11.1,1010.1,41,81.9,Rainy,1688626842
Munich,Germany,1688626842,24.9,1007.8,56,12.9,Partly cloudy,1688626849
Munich,Germany,1688626844,13.4,1054.6,54,79.1,Sunny,1688626848
Munich,Germany,1688626846,27.8,1096.6,41,95.0,Partly cloudy,1688626848
Munich,Germany,1688626848,26.2,1035.3,58,67.9,Rainy,1688626854
Munich,Germany,1688626850,18.2,1016.3,57,97.9,Rainy,1688626854
Munich,Germany,1688626852,27.1,1078.9,55,16.2,Sunny,1688626853
Munich,Germany,1688626854,18.3,1095.4,43,93.1,Rainy,1688626862
Munich,Germany,1688626856,11.3,1001.0,52,54.5,Rainy,1688626861
Munich,Germany,1688626858,20.7,1043.4,44,40.2,Cloudy,1688626862
Munich,Germany,1688626860,19.9,1097.4,60,77.9,Rainy,1688626866
Munich,Germany,1688626862,24.0,1090.5,45,42.0,Sunny,1688626864
Munich,Germany,1688626864,16.5,1049.2,50,20.3,Sunny,1688626874
Munich,Germany,1688626866,21.0,1000.8,41,96.4,Rainy,1688626870
Munich,Germany,1688626868,14.5,1032.2,58,50.5,Partly cloudy,1688626873
Munich,Germany,1688626870,29.1,1090.7,47,15.7,Cloudy,1688626872
Munich,Germany,1688626872,19.9,1055.4,56,38.8,Cloudy,1688626881
Munich,Germany,1688626874,10.1,1009.8,54,35.5,Sunny,1688626879
Munich,Germany,1688626876,17.2,1049.2,46,60.6,Partly cloudy,1688626886
Munich,Germany,1688626878,19.1,1036.5,42,45.1,Cloudy,1688626886
Munich,Germany,1688626880,14.9,1046.0,40,97.3,Light rain,1688626886
Munich,Germany,1688626882,12.6,1055.8,46,13.3,Partly cloudy,1688626886
Munich,Germany,1688626884,22.7,1011.3,60,32.6,Rainy,1688626894
Munich,Germany,1688626886,25.0,1041.8,56,35.3,Partly cloudy,1688626896
Munich,Germany,1688626888,18.2,1001.2,51,48.7,Rainy,1688626898
Munich,Germany,1688626890,26.4,1051.7,45,63.4,Sunny,1688626893
Munich,Germany,1688626892,21.0,1097.5,56,66.0,Cloudy,1688626894
Munich,Germany,1688626894,16.0,1078.3,60,82.2,Sunny,1688626903
Munich,Germany,1688626896,24.3,1046.5,45,84.8,Cloudy,1688626902
Munich,Germany,1688626898,29.5,1025.6,40,67.8,Cloudy,1688626899
Munich,Germany,1688626900,11.4,1022.5,58,69.2,Light rain,1688626902
Munich,Germany,1688626902,25.1,1080.0,47,31.1,Rainy,1688626912
Munich,Germany,1688626904,16.1,1018.2,59,95.1,Rainy,1688626907
Munich,Germany,1688626906,25.5,1062.8,43,23.9,Light rain,1688626908
Munich,Germany,1688626908,18.9,1047.6,46,36.0,Sunny,1688626918
Munich,Germany,1688626910,22.7,1081.7,53,52.8,Cloudy,1688626915
Munich,Germany,1688626912,24.7,1098.6,42,45.3,Light rain,1688626919
Munich,Germany,1688626914,21.3,1075.1,49,33.0,Partly cloudy,1688626923
Munich,Germany,1688626916,20.6,1037.7,46,48.0,Sunny,1688626922
Munich,Germany,1688626918,19.3,1011.2,53,11.9,Sunny,1688626924
Munich,Germany,1688626920,20.4,1085.8,56,50.2,Partly cloudy,1688626927
Munich,Germany,1688626922,12.1,1015.8,55,68.6,Cloudy,1688626929
Munich,Germany,1688626924,17.8,1053.8,45,74.1,Cloudy,1688626925
Munich,Germany,1688626926,14.9,1066.8,51,78.9,Partly cloudy,1688626936
Munich,Germany,1688626928,17.8,1052.4,44,94.4,Partly cloudy,1688626934
Munich,Germany,1688626930,23.7,1080.8,57,12.9,Partly cloudy,1688626931
Munich,Germany,1688626932,26.9,1040.5,46,65.1,Light rain,1688626942
Munich,Germany,1688626934,11.5,1038.2,50,87.0,Rainy,1688626944
Munich,Germany,1688626936,10.4,1083.5,54,54.7,Light rain,1688626940
Munich,Germany,1688626938,25.2,1091.8,54,35.1,Light rain,1688626940
Munich,Germany,1688626940,15.6,1096.1,50,68.0,Partly cloudy,1688626945
Munich,Germany,1688626942,24.6,1026.4,41,87.7,Light rain,1688626951
Munich,Germany,1688626944,17.0,1005.5,56,74.4,Light rain,1688626952
Munich,Germany,1688626946,16.7,1098.9,48,49.7,Partly cloudy,1688626953
Munich,Germany,1688626948,11.6,1049.3,50,63.6,Rainy,1688626957
Munich,Germany,1688626950,23.8,1072.4,59,11.7,Cloudy,1688626952
Munich,Germany,1688626952,13.3,1086.6,48,73.3,Light rain,1688626960
Munich,Germany,1688626954,20.5,1053.9,51,97.9,Rainy,1688626956
Munich,Germany,1688626956,24.7,1080.5,53,82.2,Rainy,1688626965
