city,country,time_of_measurement,temperature,pressure,humidity,wind_speed,weather_naming,timestamp_request
Berlin,Germany,1688626634,17.4,1056.9,51,74.1,Partly cloudy,1688626641
Berlin,Germany,1688626636,15.9,1066.7,42,37.2,Rainy,1688626638
Berlin,Germany,1688626638,10.5,1094.5,45,87.6,Cloudy,1688626639
Berlin,Germany,1688626640,15.2,1035.0,55,37.7,Partly cloudy,1688626643
Berlin,Germany,1688626642,22.0,1025.2,49,22.0,Partly cloudy,1688626649
Berlin,Germany,1688626644,16.5,1060.2,52,86.6,Partly cloudy,1688626652
Berlin,Germany,1688626646,29.9,1079.3,43,20.8,Light rain,1688626654
Berlin,Germany,1688626648,16.1,1039.9,59,70.0,Light rain,1688626657
Berlin,Germany,1688626650,26.5,1012.6,47,81.1,Light rain,1688626658
Berlin,Germany,1688626652,20.6,1050.6,43,72.2,Light rain,1688626662
Berlin,Germany,1688626654,13.2,1032.8,43,32.7,Sunny,1688626659
Berlin,Germany,1688626656,11.7,1047.6,52,13.4,Light rain,1688626663
Berlin,Germany,1688626658,20.5,1013.9,51,13.0,Partly cloudy,1688626661
Berlin,Germany,1688626660,21.6,1036.1,45,92.5,Partly cloudy,1688626662
Berlin,Germany,1688626662,10.6,1055.5,58,52.0,Rainy,1688626663
Berlin,Germany,1688626664,28.0,1017.9,49,93.6,Cloudy,1688626672
Berlin,Germany,1688626666,28.4,1033.2,41,96.6,Cloudy,1688626675
Berlin,Germany,1688626668,18.9,1026.4,58,21.9,Light rain,1688626673
Berlin,Germany,1688626670,17.6,1049.0,49,82.0,Light rain,1688626672
Berlin,Germany,1688626672,25.2,1027.0,54,79.7,Rainy,1688626680
Berlin,Germany,1688626674,21.8,1022.2,43,22.4,Cloudy,1688626677
Berlin,Germany,1688626676,28.0,1075.1,57,45.6,Cloudy,1688626678
Berlin,Germany,1688626678,23.5,1034.5,55,67.1,Light rain,1688626687
Berlin,Germany,1688626680,16.2,1059.9,42,80.9,Rainy,1688626685
Berlin,Germany,1688626682,29.5,1029.0,40,98.8,Rainy,1688626690
Berlin,Germany,1688626684,11.6,1024.1,52,51.1,Sunny,1688626686
Berlin,Germany,1688626686,15.0,1043.9,58,12.7,Cloudy,1688626691
Berlin,Germany,1688626688,28.6,1013.9,50,26.0,Cloudy,1688626693
Berlin,Germany,1688626690,22.4,1047.3,40,44.5,Light rain,1688626698
Berlin,Germany,1688626692,24.3,1050.0,53,11.6,Rainy,1688626701
Berlin,Germany,1688626694,25.7,1088.5,43,30.3,Partly cloudy,1688626698
Berlin,Germany,1688626696,19.3,1097.4,46,43.3,Cloudy,1688626705
Berlin,Germany,1688626698,10.0,1000.9,50,24.2,Cloudy,1688626701
Berlin,Germany,1688626700,28.8,1096.8,53,50.7,Cloudy,1688626701
Berlin,Germany,1688626702,20.1,1054.0,50,29.1,Sunny,1688626712
Berlin,Germany,1688626704,10.1,1090.4,55,22.0,Partly cloudy,1688626712
Berlin,Germany,1688626706,21.9,1008.9,40,39.8,Rainy,1688626716
Berlin,Germany,1688626708,12.0,1021.9,47,33.6,Light rain,1688626711
Berlin,Germany,1688626710,17.1,1059.2,51,77.3,Sunny,1688626714
Berlin,Germany,1688626712,24.8,1028.0,44,81.1,Rainy,1688626714
Berlin,Germany,1688626714,23.5,1035.6,49,13.4,Cloudy,1688626715
Berlin,Germany,1688626716,13.5,1073.9,53,63.8,Sunny,1688626719
Berlin,Germany,1688626718,19.8,1010.8,53,69.5,Cloudy,1688626725
Berlin,Germany,1688626720,15.9,1091.1,47,39.9,Cloudy,1688626730
Berlin,Germany,1688626722,18.6,1085.4,47,74.6,Partly cloudy,1688626723
Berlin,Germany,1688626724,18.3,1013.3,52,13.0,Rainy,1688626729
Berlin,Germany,1688626726,21.9,1065.6,53,50.3,Cloudy,1688626729
Berlin,Germany,1688626728,19.4,1031.8,56,48.7,Rainy,1688626736
Berlin,Germany,1688626730,17.9,1027.8,43,79.4,Sunny,1688626740
Berlin,Germany,1688626732,29.1,1093.4,52,98.0,Rainy,1688626738
Berlin,Germany,1688626734,23.0,1099.2,60,72.7,Light rain,1688626741
Berlin,Germany,1688626736,28.5,1012.7,57,83.3,Sunny,1688626740
Berlin,Germany,1688626738,14.9,1055.5,59,10.9,Partly cloudy,1688626748
Berlin,Germany,1688626740,12.8,1039.2,45,94.8,Light rain,1688626745
Berlin,Germany,1688626742,17.0,1099.1,45,67.7,Cloudy,1688626749
Berlin,Germany,1688626744,16.2,1014.0,56,90.8,Partly cloudy,1688626749
Berlin,Germany,1688626746,11.8,1098.6,49,74.2,Light rain,1688626754
Berlin,Germany,1688626748,21.2,1057.5,55,83.3,Cloudy,1688626756
Berlin,Germany,1688626750,10.2,1013.6,46,76.4,Sunny,1688626759
Berlin,Germany,1688626752,11.8,1026.0,40,43.7,Partly cloudy,1688626758
Berlin,Germany,1688626754,22.0,1026.7,43,49.9,Light rain,1688626764
Berlin,Germany,1688626756,26.1,1022.4,45,42.5,Cloudy,1688626760
Berlin,Germany,1688626758,11.0,1094.8,47,11.4,Light rain,1688626767
Berlin,Germany,1688626760,18.4,1009.9,51,72.6,Partly cloudy,1688626763
Berlin,Germany,1688626762,15.5,1007.7,55,35.9,Cloudy,1688626764
Berlin,Germany,1688626764,11.5,1012.4,42,71.0,Light rain,1688626769
Berlin,Germany,1688626766,16.4,1007.6,59,15.5,Sunny,1688626774
Berlin,Germany,1688626768,21.2,1022.2,46,16.6,Light rain,1688626778
Berlin,Germany,1688626770,22.8,1065.0,57,55.2,Light rain,1688626774
Berlin,Germany,1688626772,23.2,1004.8,53,52.6,Cloudy,1688626775
Berlin,Germany,1688626774,11.8,1025.0,56,71.8,Cloudy,1688626777
Berlin,Germany,1688626776,15.0,1053.2,45,12.5,Rainy,1688626785
Berlin,Germany,1688626778,27.0,1095.3,46,97.4,Cloudy,1688626786
Berlin,Germany,1688626780,15.4,1096.1,45,28.6,Sunny,1688626788
Berlin,Germany,1688626782,14.7,1018.2,58,12.0,Rainy,1688626792
Berlin,Germany,1688626784,26.8,1039.1,49,50.3,Rainy,1688626790
Berlin,Germany,1688626786,13.9,1079.9,43,75.5,Cloudy,1688626791
Berlin,Germany,1688626788,10.2,1003.1,58,97.7,Sunny,1688626798
Berlin,Germany,1688626790,15.9,1085.7,56,22.9,Rainy,1688626796
Berlin,Germany,1688626792,11.6,1040.7,53,41.4,Sunny,1688626798
Berlin,Germany,1688626794,25.9,1095.5,59,19.4,Cloudy,1688626795
Berlin,Germany,1688626796,13.4,1010.0,56,44.9,Cloudy,1688626799
Berlin,Germany,1688626798,19.6,1059.7,50,81.8,Sunny,1688626805
Berlin,Germany,1688626800,24.9,1008.9,46,89.8,Cloudy,1688626806
Berlin,Germany,1688626802,12.5,1025.6,49,20.6,Partly cloudy,1688626811
Berlin,Germany,1688626804,21.0,1004.6,44,83.5,Partly cloudy,1688626810
Berlin,Germany,1688626806,25.6,1052.8,45,57.7,Cloudy,1688626816
Berlin,Germany,1688626808,12.1,1004.1,58,87.7,Cloudy,1688626813
Berlin,Germany,1688626810,19.8,1052.6,56,81.5,Cloudy,1688626814
Berlin,Germany,1688626812,13.1,1057.6,43,56.9,Cloudy,1688626818
Berlin,Germany,1688626814,21.4,1030.1,52,60.4,Partly cloudy,1688626815
Berlin,Germany,1688626816,19.9,1092.5,51,83.4,Rainy,1688626822
Berlin,Germany,1688626818,21.0,1059.8,44,53.6,Rainy,1688626822
Berlin,Germany,1688626820,22.0,1087.8,57,63.4,Rainy,1688626828
Berlin,Germany,1688626822,25.5,1066.4,49,64.7,Partly cloudy,1688626827
Berlin,Germany,1688626824,22.9,1057.4,49,66.3,Sunny,1688626833
Berlin,Germany,1688626826,12.0,1013.9,56,21.3,Partly cloudy,1688626830
Berlin,Germany,1688626828,27.0,1049.3,45,11.8,Sunny,1688626831
Berlin,Germany,1688626830,10.4,1030.6,44,64.7,Cloudy,1688626833
Berlin,Germany,1688626832,27.2,1012.1,43,45.0,Partly cloudy,1688626839
Berlin,Germany,1688626834,20.2,1032.4,54,96.6,Cloudy,1688626843
Berlin,Germany,1688626836,18.6,1011.6,40,65.9,Light rain,1688626841
Berlin,Germany,1688626838,20.4,1018.5,48,16.7,Light rain,1688626840
Berlin,Germany,1688626840,13.4,1096.2,49,42.4,Sunny,1688626846
Berlin,Germany,1688626842,28.8,1077.1,51,73.7,Cloudy,1688626846
Berlin,Germany,1688626844,19.9,1071.4,52,38.7,Cloudy,1688626852
Berlin,Germany,1688626846,15.7,1073.8,55,23.9,Cloudy,1688626855
Berlin,Germany,1688626848,23.3,1006.3,42,66.4,Cloudy,1688626858
Berlin,Germany,1688626850,14.0,1063.4,48,42.9,Light rain,1688626852
Berlin,Germany,1688626852,18.8,1020.9,46,40.1,Cloudy,1688626854
Berlin,Germany,1688626854,26.9,1084.9,45,80.5,Sunny,1688626863
Berlin,Germany,1688626856,26.8,1067.4,43,71.3,Light rain,1688626865
Berlin,Germany,1688626858,20.2,1071.9,46,11.4,Rainy,1688626866
Berlin,Germany,1688626860,27.0,1008.9,51,34.6,Cloudy,1688626865
Berlin,Germany,1688626862,22.9,1089.7,48,36.1,Cloudy,1688626871
Berlin,Germany,1688626864,24.5,1038.1,45,55.5,Light rain,1688626866
Berlin,Germany,1688626866,20.1,1018.0,55,88.7,Partly cloudy,1688626874
Berlin,Germany,1688626868,24.8,1079.3,49,27.6,Light rain,1688626869
Berlin,Germany,1688626870,24.4,1071.2,58,19.4,Partly cloudy,1688626873
Berlin,Germany,1688626872,13.0,1017.1,40,59.4,Rainy,1688626876
Berlin,Germany,1688626874,12.4,1015.4,58,57.0,Light rain,1688626880
Berlin,Germany,1688626876,15.9,1019.6,50,36.2,Rainy,1688626885
Berlin,Germany,1688626878,18.0,1030.4,56,65.0,Sunny,1688626886
Berlin,Germany,1688626880,10.6,1086.3,42,50.8,Partly cloudy,1688626888
Berlin,Germany,1688626882,19.4,1034.6,42,46.9,Rainy,1688626886
Berlin,Germany,1688626884,14.9,1094.6,48,25.4,Rainy,1688626890
Berlin,Germany,1688626886,23.6,1003.0,47,75.7,Light rain,1688626896
Berlin,Germany,1688626888,13.9,1054.9,48,85.5,Partly cloudy,1688626898
Berlin,Germany,1688626890,11.5,1047.4,50,79.5,Partly cloudy,1688626894
Berlin,Germany,1688626892,17.4,1025.5,52,74.8,Light rain,1688626896
Berlin,Germany,1688626894,22.4,1033.5,55,46.3,Cloudy,1688626902
Berlin,Germany,1688626896,17.1,1040.4,45,30.1,Cloudy,1688626901
Berlin,Germany,1688626898,28.5,1099.0,44,98.1,Sunny,1688626899
Berlin,Germany,1688626900,29.3,1066.7,48,36.6,Light rain,1688626908
Berlin,Germany,1688626902,19.1,1036.1,57,45.1,Sunny,1688626908
Berlin,Germany,1688626904,22.5,1038.9,42,52.8,Rainy,1688626909
Berlin,Germany,1688626906,21.6,1077.9,51,100.0,Rainy,1688626912
Berlin,Germany,1688626908,16.4,1056.7,51,58.4,Partly cloudy,1688626918
Berlin,Germany,1688626910,17.4,1093.7,50,93.7,Rainy,1688626920
Berlin,Germany,1688626912,21.0,1019.1,56,61.1,Light rain,1688626913
Berlin,Germany,1688626914,25.7,1098.8,55,17.6,Rainy,1688626922
Berlin,Germany,1688626916,19.2,1005.6,49,84.7,Partly cloudy,1688626925
Berlin,Germany,1688626918,25.5,1063.9,42,69.0,Sunny,1688626927
Berlin,Germany,1688626920,29.6,1069.8,45,34.4,Sunny,1688626921
Berlin,Germany,1688626922,11.8,1053.7,50,43.4,Light rain,1688626925
Berlin,Germany,1688626924,23.0,1025.4,42,37.4,Rainy,1688626926
Berlin,Germany,1688626926,27.4,1035.2,46,98.5,Cloudy,1688626930
Berlin,Germany,1688626928,23.9,1031.6,51,51.7,Partly cloudy,1688626932
Berlin,Germany,1688626930,20.9,1090.1,49,65.1,Cloudy,1688626935
Berlin,Germany,1688626932,14.7,1061.7,48,13.5,Sunny,1688626941
Berlin,Germany,1688626934,25.7,1001.8,45,52.8,Sunny,1688626943
Berlin,Germany,1688626936,25.9,1088.4,50,30.0,Sunny,1688626943
Berlin,Germany,1688626938,27.9,1016.3,48,33.5,Rainy,1688626946
